n,m,ptype,best_distance,nsolutions
4,49,nc,139,2
4,49,nc,137,2
4,49,nc,138,1
4,49,nc,137,2
4,49,nc,137,2
4,49,nc,134,3
4,49,nc,141,2
4,49,nc,133,1
4,49,nc,136,1
4,49,nc,134,1
4,49,nc,139,3
4,49,nc,139,1
4,49,nc,128,1
4,49,nc,134,1
4,49,nc,142,2
4,49,nc,131,1
4,49,nc,130,1
4,49,nc,133,1
4,49,nc,141,1
4,49,nc,143,1
4,49,nc,136,1
4,49,nc,140,1
4,49,nc,141,1
4,49,nc,136,1
4,49,nc,130,2
4,49,nc,128,1
4,49,nc,128,1
4,49,nc,133,2
4,49,nc,138,1
4,49,nc,129,1
4,49,nc,128,2
4,49,nc,137,1
4,49,nc,138,1
4,49,nc,134,1
4,49,nc,139,1
4,49,nc,140,1
4,49,nc,143,2
4,49,nc,137,2
4,49,nc,137,1
4,49,nc,140,1
4,49,nc,133,2
4,49,nc,133,2
4,49,nc,141,2
4,49,nc,139,2
4,49,nc,137,1
4,49,nc,137,1
4,49,nc,134,1
4,49,nc,134,2
4,49,nc,129,1
4,49,nc,123,2
