n,m,ptype,best_distance,nsolutions
5,50,nc,225,1
5,50,nc,219,2
5,50,nc,219,1
5,50,nc,227,2
5,50,nc,217,2
5,50,nc,234,4
5,50,nc,233,1
5,50,nc,233,1
5,50,nc,233,3
5,50,nc,220,3
5,50,nc,217,1
5,50,nc,207,1
5,50,nc,230,2
5,50,nc,236,4
5,50,nc,222,2
5,50,nc,239,4
5,50,nc,232,2
5,50,nc,219,3
5,50,nc,243,2
5,50,nc,229,2
5,50,nc,223,3
5,50,nc,236,1
5,50,nc,233,1
5,50,nc,232,2
5,50,nc,226,1
5,50,nc,219,2
5,50,nc,232,2
5,50,nc,222,2
5,50,nc,212,1
5,50,nc,218,1
5,50,nc,215,2
5,50,nc,233,2
5,50,nc,228,4
5,50,nc,231,1
5,50,nc,229,1
5,50,nc,233,6
5,50,nc,236,1
5,50,nc,230,1
5,50,nc,231,2
5,50,nc,232,2
5,50,nc,215,1
5,50,nc,234,4
5,50,nc,209,1
5,50,nc,227,2
5,50,nc,234,1
5,50,nc,241,3
5,50,nc,234,1
5,50,nc,234,1
5,50,nc,222,1
5,50,nc,212,2
